,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
175,5,16,0.3106,0.3796,0.9155,0.9066,0.1,32,sgd,MLPZero
176,5,17,0.3104,0.3802,0.9156,0.9065,0.1,32,sgd,MLPZero
177,5,18,0.3102,0.3805,0.9157,0.9065,0.1,32,sgd,MLPZero
178,5,19,0.3101,0.3805,0.9157,0.9065,0.1,32,sgd,MLPZero
179,5,20,0.31,0.382,0.9157,0.9063,0.1,32,sgd,MLPZero
180,5,21,0.31,0.3837,0.9157,0.9058,0.1,32,sgd,MLPZero
181,5,22,0.3098,0.3842,0.9158,0.9057,0.1,32,sgd,MLPZero
182,5,23,0.3097,0.3846,0.9159,0.9057,0.1,32,sgd,MLPZero
183,5,24,0.3096,0.3853,0.9159,0.9055,0.1,32,sgd,MLPZero
184,5,25,0.3095,0.3846,0.9159,0.9057,0.1,32,sgd,MLPZero
185,5,26,0.3094,0.3837,0.916,0.9061,0.1,32,sgd,MLPZero
186,5,27,0.3094,0.3842,0.916,0.906,0.1,32,sgd,MLPZero
187,5,28,0.3092,0.3858,0.916,0.9057,0.1,32,sgd,MLPZero
188,5,29,0.3092,0.3858,0.916,0.9058,0.1,32,sgd,MLPZero
189,5,30,0.3091,0.3862,0.9161,0.9058,0.1,32,sgd,MLPZero
190,5,31,0.309,0.3867,0.9161,0.9057,0.1,32,sgd,MLPZero
191,5,32,0.3089,0.3865,0.9162,0.9058,0.1,32,sgd,MLPZero
192,5,33,0.3088,0.3866,0.9162,0.9059,0.1,32,sgd,MLPZero
193,5,34,0.3087,0.3873,0.9162,0.9058,0.1,32,sgd,MLPZero
194,5,35,0.3087,0.3879,0.9163,0.9058,0.1,32,sgd,MLPZero
195,5,36,0.3086,0.388,0.9163,0.9059,0.1,32,sgd,MLPZero
196,5,37,0.3085,0.3885,0.9163,0.9057,0.1,32,sgd,MLPZero
197,5,38,0.3084,0.3889,0.9163,0.9057,0.1,32,sgd,MLPZero
198,5,39,0.3083,0.3891,0.9164,0.9057,0.1,32,sgd,MLPZero
199,5,40,0.3083,0.3892,0.9164,0.9057,0.1,32,sgd,MLPZero
200,6,1,0.2559,0.3558,0.9296,0.9128,0.1,64,sgd,MLPZero
201,6,2,0.2533,0.3491,0.9297,0.9148,0.1,64,sgd,MLPZero
202,6,3,0.252,0.3513,0.93,0.913,0.1,64,sgd,MLPZero
203,6,4,0.2513,0.3557,0.9299,0.9115,0.1,64,sgd,MLPZero
204,6,5,0.2508,0.3561,0.9298,0.9116,0.1,64,sgd,MLPZero
205,6,6,0.2501,0.355,0.9301,0.9116,0.1,64,sgd,MLPZero
206,6,7,0.2498,0.3533,0.9301,0.9118,0.1,64,sgd,MLPZero
207,6,8,0.2496,0.3522,0.9302,0.9121,0.1,64,sgd,MLPZero
208,6,9,0.2494,0.3517,0.9301,0.9121,0.1,64,sgd,MLPZero
209,6,10,0.2492,0.3509,0.9301,0.9124,0.1,64,sgd,MLPZero
210,6,11,0.249,0.3503,0.9301,0.9124,0.1,64,sgd,MLPZero
211,6,12,0.2488,0.3493,0.9301,0.9125,0.1,64,sgd,MLPZero
212,6,13,0.2486,0.3495,0.9301,0.9124,0.1,64,sgd,MLPZero
213,6,14,0.2484,0.3498,0.9302,0.9123,0.1,64,sgd,MLPZero
214,6,15,0.2483,0.3497,0.9301,0.9122,0.1,64,sgd,MLPZero
