,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
105,2,6,0.7146,0.5166,0.7778,0.8513,0.01,32,sgd,LeNet5SmallKernels
106,2,7,0.6466,0.4744,0.7993,0.8631,0.01,32,sgd,LeNet5SmallKernels
107,2,8,0.5912,0.4386,0.8168,0.8731,0.01,32,sgd,LeNet5SmallKernels
108,2,9,0.5448,0.4081,0.8314,0.8816,0.01,32,sgd,LeNet5SmallKernels
109,2,10,0.5055,0.3816,0.8437,0.8891,0.01,32,sgd,LeNet5SmallKernels
110,2,11,0.4718,0.3592,0.8542,0.8954,0.01,32,sgd,LeNet5SmallKernels
111,2,12,0.4427,0.3393,0.8633,0.9011,0.01,32,sgd,LeNet5SmallKernels
112,2,13,0.4173,0.3222,0.8712,0.9059,0.01,32,sgd,LeNet5SmallKernels
113,2,14,0.395,0.3068,0.8781,0.9103,0.01,32,sgd,LeNet5SmallKernels
114,2,15,0.3752,0.2932,0.8842,0.9141,0.01,32,sgd,LeNet5SmallKernels
115,2,16,0.3576,0.2809,0.8898,0.9177,0.01,32,sgd,LeNet5SmallKernels
116,2,17,0.3417,0.2698,0.8947,0.9209,0.01,32,sgd,LeNet5SmallKernels
117,2,18,0.3274,0.2597,0.8991,0.9237,0.01,32,sgd,LeNet5SmallKernels
118,2,19,0.3143,0.2505,0.9032,0.9264,0.01,32,sgd,LeNet5SmallKernels
119,2,20,0.3025,0.2424,0.9069,0.9287,0.01,32,sgd,LeNet5SmallKernels
120,2,21,0.2916,0.2349,0.9103,0.9309,0.01,32,sgd,LeNet5SmallKernels
121,2,22,0.2815,0.2278,0.9134,0.933,0.01,32,sgd,LeNet5SmallKernels
122,2,23,0.2723,0.2212,0.9163,0.9349,0.01,32,sgd,LeNet5SmallKernels
123,2,24,0.2637,0.2151,0.9189,0.9367,0.01,32,sgd,LeNet5SmallKernels
124,2,25,0.2557,0.2093,0.9214,0.9384,0.01,32,sgd,LeNet5SmallKernels
125,2,26,0.2482,0.2039,0.9237,0.94,0.01,32,sgd,LeNet5SmallKernels
126,2,27,0.2413,0.1989,0.9259,0.9415,0.01,32,sgd,LeNet5SmallKernels
127,2,28,0.2347,0.1942,0.9279,0.9429,0.01,32,sgd,LeNet5SmallKernels
128,2,29,0.2286,0.1898,0.9298,0.9441,0.01,32,sgd,LeNet5SmallKernels
129,2,30,0.2228,0.1857,0.9316,0.9453,0.01,32,sgd,LeNet5SmallKernels
130,2,31,0.2173,0.1817,0.9333,0.9465,0.01,32,sgd,LeNet5SmallKernels
131,2,32,0.2122,0.178,0.9349,0.9476,0.01,32,sgd,LeNet5SmallKernels
132,2,33,0.2073,0.1745,0.9364,0.9486,0.01,32,sgd,LeNet5SmallKernels
133,2,34,0.2026,0.1712,0.9379,0.9495,0.01,32,sgd,LeNet5SmallKernels
134,2,35,0.1982,0.168,0.9393,0.9504,0.01,32,sgd,LeNet5SmallKernels
135,2,36,0.194,0.165,0.9406,0.9513,0.01,32,sgd,LeNet5SmallKernels
136,2,37,0.19,0.1621,0.9418,0.9521,0.01,32,sgd,LeNet5SmallKernels
137,2,38,0.1862,0.1593,0.943,0.9529,0.01,32,sgd,LeNet5SmallKernels
138,2,39,0.1825,0.1567,0.9441,0.9537,0.01,32,sgd,LeNet5SmallKernels
139,2,40,0.179,0.1542,0.9452,0.9544,0.01,32,sgd,LeNet5SmallKernels
140,2,41,0.1757,0.1518,0.9462,0.9551,0.01,32,sgd,LeNet5SmallKernels
141,2,42,0.1725,0.1495,0.9472,0.9558,0.01,32,sgd,LeNet5SmallKernels
