,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
214,4,35,0.2704,0.2849,0.9246,0.9192,0.07,256,sgd,MLPZero
215,4,36,0.2698,0.2847,0.9248,0.9192,0.07,256,sgd,MLPZero
216,4,37,0.2692,0.2844,0.925,0.9193,0.07,256,sgd,MLPZero
217,4,38,0.2686,0.2842,0.9251,0.9193,0.07,256,sgd,MLPZero
218,4,39,0.2681,0.284,0.9253,0.9194,0.07,256,sgd,MLPZero
219,4,40,0.2675,0.284,0.9255,0.9195,0.07,256,sgd,MLPZero
220,4,41,0.267,0.2839,0.9256,0.9195,0.07,256,sgd,MLPZero
221,4,42,0.2665,0.2837,0.9258,0.9196,0.07,256,sgd,MLPZero
222,4,43,0.266,0.2835,0.9259,0.9196,0.07,256,sgd,MLPZero
223,4,44,0.2656,0.2835,0.926,0.9197,0.07,256,sgd,MLPZero
224,4,45,0.2651,0.2834,0.9262,0.9197,0.07,256,sgd,MLPZero
225,4,46,0.2647,0.2832,0.9263,0.9197,0.07,256,sgd,MLPZero
226,4,47,0.2642,0.2832,0.9264,0.9198,0.07,256,sgd,MLPZero
227,4,48,0.2638,0.2831,0.9266,0.9198,0.07,256,sgd,MLPZero
228,4,49,0.2634,0.283,0.9267,0.9198,0.07,256,sgd,MLPZero
229,4,50,0.263,0.2829,0.9268,0.9198,0.07,256,sgd,MLPZero
230,4,51,0.2626,0.2829,0.9269,0.9198,0.07,256,sgd,MLPZero
231,4,52,0.2622,0.2828,0.927,0.9198,0.07,256,sgd,MLPZero
232,4,53,0.2618,0.2828,0.9272,0.9198,0.07,256,sgd,MLPZero
233,4,54,0.2614,0.2828,0.9273,0.9198,0.07,256,sgd,MLPZero
234,4,55,0.261,0.2828,0.9274,0.9199,0.07,256,sgd,MLPZero
235,4,56,0.2607,0.2827,0.9275,0.9199,0.07,256,sgd,MLPZero
236,4,57,0.2603,0.2827,0.9276,0.9199,0.07,256,sgd,MLPZero
237,4,58,0.26,0.2826,0.9277,0.9199,0.07,256,sgd,MLPZero
238,4,59,0.2597,0.2825,0.9278,0.9199,0.07,256,sgd,MLPZero
239,4,60,0.2594,0.2825,0.9279,0.92,0.07,256,sgd,MLPZero
240,5,1,0.3876,0.3078,0.8875,0.9137,0.02,32,sgd,MLPZeroReLu
241,5,2,0.3454,0.3032,0.9005,0.9146,0.02,32,sgd,MLPZeroReLu
242,5,3,0.3266,0.3001,0.9061,0.9155,0.02,32,sgd,MLPZeroReLu
243,5,4,0.3148,0.2949,0.9097,0.9164,0.02,32,sgd,MLPZeroReLu
244,5,5,0.3064,0.291,0.9122,0.9172,0.02,32,sgd,MLPZeroReLu
245,5,6,0.2998,0.2882,0.9143,0.9178,0.02,32,sgd,MLPZeroReLu
246,5,7,0.2946,0.2861,0.9158,0.9183,0.02,32,sgd,MLPZeroReLu
247,5,8,0.2902,0.2843,0.9171,0.9187,0.02,32,sgd,MLPZeroReLu
248,5,9,0.2865,0.2833,0.9184,0.9191,0.02,32,sgd,MLPZeroReLu
249,5,10,0.2833,0.2819,0.9194,0.9197,0.02,32,sgd,MLPZeroReLu
250,5,11,0.2804,0.2809,0.9202,0.9198,0.02,32,sgd,MLPZeroReLu
251,5,12,0.2779,0.28,0.921,0.9199,0.02,32,sgd,MLPZeroReLu
252,5,13,0.2756,0.2792,0.9216,0.9202,0.02,32,sgd,MLPZeroReLu
253,5,14,0.2735,0.2787,0.9223,0.9205,0.02,32,sgd,MLPZeroReLu
254,5,15,0.2716,0.2781,0.9229,0.9207,0.02,32,sgd,MLPZeroReLu
255,5,16,0.2699,0.2777,0.9234,0.9209,0.02,32,sgd,MLPZeroReLu
256,5,17,0.2682,0.2773,0.9238,0.9211,0.02,32,sgd,MLPZeroReLu
257,5,18,0.2667,0.2769,0.9243,0.9212,0.02,32,sgd,MLPZeroReLu
258,5,19,0.2653,0.2764,0.9247,0.9213,0.02,32,sgd,MLPZeroReLu
259,5,20,0.264,0.276,0.9251,0.9215,0.02,32,sgd,MLPZeroReLu
260,5,21,0.2628,0.2756,0.9254,0.9216,0.02,32,sgd,MLPZeroReLu
261,5,22,0.2616,0.2753,0.9258,0.9217,0.02,32,sgd,MLPZeroReLu
262,5,23,0.2605,0.2752,0.9261,0.9217,0.02,32,sgd,MLPZeroReLu
263,5,24,0.2594,0.275,0.9264,0.9218,0.02,32,sgd,MLPZeroReLu
264,5,25,0.2584,0.2749,0.9266,0.9218,0.02,32,sgd,MLPZeroReLu
265,5,26,0.2575,0.2749,0.9269,0.9218,0.02,32,sgd,MLPZeroReLu
266,5,27,0.2566,0.2748,0.9272,0.9218,0.02,32,sgd,MLPZeroReLu
267,5,28,0.2557,0.2747,0.9274,0.9218,0.02,32,sgd,MLPZeroReLu
268,5,29,0.2549,0.2745,0.9277,0.9219,0.02,32,sgd,MLPZeroReLu
269,5,30,0.2541,0.2743,0.9279,0.922,0.02,32,sgd,MLPZeroReLu
270,5,31,0.2533,0.2742,0.9281,0.922,0.02,32,sgd,MLPZeroReLu
271,5,32,0.2526,0.274,0.9283,0.9221,0.02,32,sgd,MLPZeroReLu
272,5,33,0.2519,0.274,0.9285,0.9222,0.02,32,sgd,MLPZeroReLu
273,5,34,0.2512,0.2739,0.9287,0.9222,0.02,32,sgd,MLPZeroReLu
274,5,35,0.2505,0.2738,0.9289,0.9222,0.02,32,sgd,MLPZeroReLu
275,5,36,0.2499,0.2738,0.929,0.9222,0.02,32,sgd,MLPZeroReLu
276,5,37,0.2493,0.2737,0.9292,0.9222,0.02,32,sgd,MLPZeroReLu
277,5,38,0.2487,0.2738,0.9294,0.9222,0.02,32,sgd,MLPZeroReLu
278,5,39,0.2481,0.2738,0.9296,0.9222,0.02,32,sgd,MLPZeroReLu
279,5,40,0.2475,0.2738,0.9297,0.9222,0.02,32,sgd,MLPZeroReLu
280,5,41,0.247,0.2737,0.9299,0.9222,0.02,32,sgd,MLPZeroReLu
281,5,42,0.2465,0.2737,0.93,0.9223,0.02,32,sgd,MLPZeroReLu
282,5,43,0.2459,0.2737,0.9302,0.9223,0.02,32,sgd,MLPZeroReLu
283,5,44,0.2454,0.2736,0.9303,0.9223,0.02,32,sgd,MLPZeroReLu
284,5,45,0.245,0.2736,0.9305,0.9222,0.02,32,sgd,MLPZeroReLu
285,5,46,0.2445,0.2736,0.9306,0.9223,0.02,32,sgd,MLPZeroReLu
286,5,47,0.244,0.2736,0.9307,0.9223,0.02,32,sgd,MLPZeroReLu
287,5,48,0.2436,0.2736,0.9309,0.9223,0.02,32,sgd,MLPZeroReLu
288,5,49,0.2431,0.2735,0.931,0.9224,0.02,32,sgd,MLPZeroReLu
289,5,50,0.2427,0.2736,0.9311,0.9224,0.02,32,sgd,MLPZeroReLu
290,5,51,0.2423,0.2736,0.9312,0.9224,0.02,32,sgd,MLPZeroReLu
291,5,52,0.2419,0.2736,0.9313,0.9224,0.02,32,sgd,MLPZeroReLu
292,5,53,0.2415,0.2736,0.9314,0.9224,0.02,32,sgd,MLPZeroReLu
293,5,54,0.2411,0.2736,0.9315,0.9224,0.02,32,sgd,MLPZeroReLu
294,5,55,0.2407,0.2736,0.9316,0.9225,0.02,32,sgd,MLPZeroReLu
295,5,56,0.2403,0.2736,0.9317,0.9225,0.02,32,sgd,MLPZeroReLu
296,5,57,0.24,0.2736,0.9318,0.9225,0.02,32,sgd,MLPZeroReLu
297,5,58,0.2396,0.2737,0.9319,0.9225,0.02,32,sgd,MLPZeroReLu
298,5,59,0.2392,0.2737,0.932,0.9225,0.02,32,sgd,MLPZeroReLu
299,5,60,0.2389,0.2737,0.9321,0.9225,0.02,32,sgd,MLPZeroReLu
